1.42022	0.155177	0	0.947121	0	1.11114	0
1.42022	0.155168	0	0.947067	0	1.11108	0
1.42022	0.155141	0	0.946904	0	1.11089	0
1.42022	0.155097	0	0.946632	0	1.11057	0
1.42022	0.155034	0	0.946252	0	1.11012	0
1.42022	0.154954	0	0.945762	0	1.10955	0
1.42022	0.154856	0	0.945164	0	1.10885	0
1.42022	0.15474	0	0.944458	0	1.10802	0
1.42022	0.154607	0	0.943642	0	1.10706	0
1.42022	0.154455	0	0.942718	0	1.10598	0
1.42022	0.154286	0	0.941686	0	1.10477	0
1.42022	0.154099	0	0.940544	0	1.10343	0
1.42022	0.153894	0	0.939294	0	1.10196	0
1.42022	0.153672	0	0.937935	0	1.10037	0
1.42022	0.153431	0	0.936467	0	1.09864	0
1.42022	0.153173	0	0.934891	0	1.0968	0
1.42022	0.152897	0	0.933206	0	1.09482	0
1.42022	0.152603	0	0.931412	0	1.09271	0
1.42022	0.152291	0	0.92951	0	1.09048	0
1.42022	0.151962	0	0.927498	0	1.08812	0
1.42022	0.151614	0	0.925378	0	1.08564	0
1.42022	0.151249	0	0.92315	0	1.08302	0
1.42022	0.150866	0	0.920812	0	1.08028	0
1.42022	0.150466	0	0.918366	0	1.07741	0
1.42022	0.150047	0	0.915811	0	1.07441	0
1.42022	0.149611	0	0.913148	0	1.07129	0
1.42022	0.149156	0	0.910376	0	1.06803	0
1.42022	0.148684	0	0.907495	0	1.06465	0
1.42022	0.148195	0	0.904505	0	1.06115	0
1.42022	0.147687	0	0.901407	0	1.05751	0
1.42022	0.147162	0	0.8982	0	1.05375	0
1.42022	0.146618	0	0.894884	0	1.04986	0
1.42022	0.146057	0	0.891459	0	1.04584	0
1.42022	0.145478	0	0.887926	0	1.0417	0
1.42022	0.144882	0	0.884284	0	1.03742	0
1.42022	0.144267	0	0.880534	0	1.03302	0
1.42022	0.143635	0	0.876674	0	1.0285	0
1.42022	0.142985	0	0.872706	0	1.02384	0
1.42022	0.142317	0	0.868629	0	1.01906	0
1.42022	0.141631	0	0.864444	0	1.01415	0
1.42022	0.140927	0	0.86015	0	1.00911	0
1.42022	0.140206	0	0.855747	0	1.00394	0
1.42022	0.139467	0	0.851235	0	0.998652	0
1.42022	0.13871	0	0.846615	0	0.993231	0
1.42022	0.137935	0	0.841886	0	0.987683	0
1.42022	0.137142	0	0.837048	0	0.982007	0
1.42022	0.136332	0	0.832101	0	0.976204	0
1.42022	0.135504	0	0.827046	0	0.970274	0
1.42022	0.134658	0	0.821882	0	0.964215	0
1.42022	0.133794	0	0.816609	0	0.95803	0
1.42022	0.132912	0	0.811228	0	0.951716	0
1.42022	0.132013	0	0.805738	0	0.945275	0
1.42022	0.131095	0	0.800139	0	0.938707	0
1.42022	0.13016	0	0.794432	0	0.932011	0
1.42022	0.129207	0	0.788615	0	0.925188	0
1.42022	0.128236	0	0.78269	0	0.918237	0
1.42022	0.127248	0	0.776657	0	0.911158	0
1.42022	0.126241	0	0.770514	0	0.903952	0
1.42022	0.125217	0	0.764263	0	0.896618	0
1.42022	0.124175	0	0.757904	0	0.889157	0
1.42022	0.123116	0	0.751435	0	0.881568	0
1.42022	0.122038	0	0.744858	0	0.873852	0
1.42022	0.120942	0	0.738172	0	0.866008	0
1.42022	0.119829	0	0.731377	0	0.858037	0
1.42022	0.118698	0	0.724474	0	0.849938	0
1.42022	0.117549	0	0.717462	0	0.841712	0
1.42022	0.116383	0	0.710341	0	0.833358	0
1.42022	0.115207	0	0.703166	0	0.82494	0
1.42022	0.114031	0	0.695991	0	0.816522	0
1.42022	0.112856	0	0.688815	0	0.808104	0
1.42022	0.11168	0	0.68164	0	0.799687	0
1.42022	0.110505	0	0.674465	0	0.791269	0
1.42022	0.109329	0	0.66729	0	0.782851	0
1.42022	0.108154	0	0.660115	0	0.774433	0
1.42022	0.106978	0	0.65294	0	0.766016	0
1.42022	0.105802	0	0.645765	0	0.757598	0
1.42022	0.104627	0	0.638589	0	0.74918	0
1.42022	0.103451	0	0.631414	0	0.740762	0
1.42022	0.102276	0	0.624239	0	0.732345	0
1.42022	0.1011	0	0.617064	0	0.723927	0
1.42022	0.0999245	0	0.609889	0	0.715509	0
1.42022	0.0987489	0	0.602714	0	0.707091	0
1.42022	0.0975733	0	0.595538	0	0.698674	0
